"date","ageCensus","ethnicityCensus","geog","datacol"
2017,1,10,4,3.56605119264601
2017,1,10,5,10.4421504863059
2017,1,10,6,13.2443834003728
2017,1,11,1,7.67710332578991
2017,1,11,2,6.02914084742924
2017,1,11,3,6.43559583494022
2017,1,11,4,2.83235970968313
2017,1,11,5,6.09116780668031
2017,1,11,6,7.45156482861401
2017,1,12,1,11.5384615384615
2017,1,12,2,20.7373271889401
2017,1,12,3,5.01756146512795
2017,1,12,4,10.1192265304078
2017,1,12,5,11.2260620735197
2017,1,12,6,16.5217391304348
2017,2,0,1,4.21066482450081
2017,2,0,2,2.69643429562725
2017,2,0,3,2.42888258200779
2017,2,0,4,1.82623349139789
2017,2,0,5,3.86979285226497
2017,2,0,6,3.95701489301153
2017,2,1,1,7.72573635924674
2017,2,1,2,4.29799426934097
2017,2,1,3,8.99947061937533
2017,2,1,4,7.15214564369311
2017,2,1,5,2.55427841634738
2017,2,1,6,5.64681724845996
2017,2,2,1,2.49791840133222
2017,2,2,3,0.654878847413229
2017,2,2,4,0.554451785796793
2017,2,2,6,0.695168578380257
2017,2,3,1,10.2476515798463
2017,2,3,3,1.75746924428822
2017,2,3,4,5.25152017689331
2017,2,3,5,6.27697136131816
2017,2,3,6,4.05561993047509
2017,2,4,3,3.96825396825397
2017,2,4,4,8.0296479308215
2017,2,4,5,12.2783083219645
2017,2,4,6,11.0410094637224
2017,2,5,1,3.26055312954876
2017,2,5,2,2.60213374967473
2017,2,5,3,2.3827878617983
2017,2,5,4,1.52212942002966
2017,2,5,5,3.03405325561899
2017,2,5,6,3.89564396175186
2017,2,6,5,NA
2017,2,7,2,NA
2017,2,7,4,NA
2017,2,7,5,NA
2017,2,7,6,NA
2017,2,8,1,13.2405745062837
2017,2,8,2,7.4468085106383
2017,2,8,3,3.04105423213381
2017,2,8,4,2.05815960695791
2017,2,8,5,6.93368137694755
2017,2,8,6,4.94233937397035
2017,2,9,1,4.0994273815721
2017,2,9,2,3.44419704981909
2017,2,9,3,2.103740713957
2017,2,9,4,1.99809705042816
2017,2,9,5,4.44721853787938
2017,2,9,6,5.18680606207958
2017,2,10,1,10.3458925262508
2017,2,10,2,4.01284109149278
2017,2,10,3,2.90842023125488
2017,2,10,4,1.45905024088094
2017,2,10,5,5.61492483245789
2017,2,10,6,4.80905233380481
2017,2,11,1,3.10175327918408
2017,2,11,2,1.69331141989143
2017,2,11,3,2.40152620356862
2017,2,11,4,1.37734189608536
2017,2,11,5,2.8388928317956
2017,2,11,6,3.60236379826763
2017,2,12,1,11.1982082866741
2017,2,12,3,5.30222693531283
2017,2,12,4,5.51157430604269
2017,2,12,5,6.31199278629396
2017,2,12,6,6.34249471458774
2017,3,0,1,2.70418235811338
2017,3,0,2,2.45580525074551
2017,3,0,3,1.5641362124044
2017,3,0,4,1.74613945944157
2017,3,0,5,3.43656955227203
2017,3,0,6,2.43051066580478
2017,3,1,1,4.01002506265664
2017,3,1,2,1.5220700152207
2017,3,1,3,3.02267002518892
2017,3,1,4,1.30548302872063
2017,3,1,5,2.78940027894003
2017,3,1,6,4.33317284545017
2017,3,2,1,0.931966449207828
2017,3,2,2,1.12359550561798
2017,3,2,3,0.344234079173838
2017,3,2,4,0.523286237571952
2017,3,2,5,0.501756146512795
2017,3,2,6,0.982961992136304
2017,3,3,1,0.925069380203515
2017,3,3,2,3.49243306169965
2017,3,3,3,2.30733733271804
2017,3,3,4,4.71153846153846
2017,3,3,5,6.77113561617334
2017,3,3,6,5.00751126690035
2017,3,4,2,12.1951219512195
2017,3,4,3,4.53514739229025
2017,3,4,4,6.7859346082665
2017,3,4,5,10.0574712643678
2017,3,4,6,6.87757909215956
2017,3,5,1,2.26218097447796
2017,3,5,2,2.20529270248597
2017,3,5,3,1.7194539014409
2017,3,5,4,1.24769375754921
2017,3,5,5,2.61208497438932
2017,3,5,6,2.34398831216787
2017,3,6,4,NA
2017,3,7,4,NA
2017,3,7,5,NA
2017,3,8,1,9.20627021647176
2017,3,8,2,6.37196336121067
2017,3,8,3,2.03873598369011
2017,3,8,4,2.88319177121484
2017,3,8,5,5.32892319000368
2017,3,8,6,4.87193763919822
2017,3,9,1,1.93382036957456
2017,3,9,2,2.36681944548802
2017,3,9,3,1.61687711733908
2017,3,9,4,2.05669816564758
2017,3,9,5,5.09164969450102
